time_s,temperature_C,energy_kJ
999.0,55.0,200.0
1000.0,55.0,200.2
1001.0,55.0,200.4
1002.0,55.0,200.6
1003.0,55.0,200.8
1004.0,55.0,201.0
1005.0,55.0,201.2
1006.0,55.0,201.4
1007.0,55.0,201.6
1008.0,55.0,201.8
1009.0,55.0,202.0
1010.0,55.0,202.2
1011.0,55.0,202.4
1012.0,55.0,202.6
1013.0,55.0,202.8
1014.0,55.0,203.0
1015.0,55.0,203.2
1016.0,55.0,203.4
1017.0,55.0,203.6
1018.0,55.0,203.8
1019.0,55.0,204.0
1020.0,55.0,204.2
1021.0,55.0,204.4
1022.0,55.0,204.6
1023.0,55.0,204.8
1024.0,55.0,205.0
1025.0,55.0,205.2
1026.0,55.0,205.4
1027.0,55.0,205.6
1028.0,55.0,205.8
1029.0,55.0,206.0
1030.0,55.0,206.2
1031.0,55.0,206.4
1032.0,55.0,206.6
1033.0,55.0,206.8
1034.0,55.0,207.0
1035.0,55.0,207.2
1036.0,55.0,207.4
1037.0,55.0,207.6
1038.0,55.0,207.8
1039.0,55.0,208.0
1040.0,55.0,208.2
1041.0,55.0,208.4
1042.0,55.0,208.6
1043.0,55.0,208.8
1044.0,55.0,209.0
1045.0,55.0,209.2
1046.0,55.0,209.4
1047.0,55.0,209.6
1048.0,55.0,209.8
1049.0,55.0,210.0
1050.0,55.0,210.2
1051.0,55.0,210.4
1052.0,55.0,210.6
1053.0,55.0,210.8
1054.0,55.0,211.0
